job_title,company,job_location,job_summary,post_date,today,job_salary,job_url
Associate - QR Strats Data Analytics - APAC,Morgan Stanley,"Mumbai, Maharashtra","Automate construction of complex data models consisting of data from diverse data sources across the firm.,An understanding of feature engineering from data.",PostedPosted 3 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0905041dbc00b31c&fccid=0c39fb2c91742dcf&vjs=3
Data Scientist Level-2,Ignatiuz Software Pvt. Ltd,"Indore, Madhya Pradesh","3+ years of hands-on experience with data science or analytics in a business context.,Aptitude for data manipulation and Exploratory analysis techniques;…",PostedPosted 7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=67339ed446c2db6c&fccid=3f91e5c778bc2a5a&vjs=3
"Manager, Data Science 2",PayPal,"Bengaluru, Karnataka","Leveraging data analysis tools and technologies.,Ensuring the team is delivering on our KPIs by using various data mining and data visualization tools to…",PostedPosted 18 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=332c788ee0982174&fccid=978d9fd9799d55a8&vjs=3
Data Engineer,BI3 Technologies India Pvt Ltd,"Chennai, Tamil Nadu","Ø Work with data and analytics experts to strive for greater functionality in our data systems.,Ø Build the infrastructure required for optimal extraction,…",EmployerActive 3 days ago,2022-07-26,"₹7,00,000 a year",https://in.indeed.com/company/BI3-Technologies-India-Pvt-Ltd/jobs/Data-Engineer-961f1634a18e8f7e?fccid=0b4bdea5e9c7cac0&vjs=3
Data Science Consultant Lead,Serendipity Corporate Services,"Remote in Pune, Maharashtra","Understanding of data structures, data modelling and software architecture.,Transforming data science prototypes and applying appropriate ML algorithms and…",Hiring ongoing,2022-07-26,,https://in.indeed.com/company/Serendipity-Corporate-Services/jobs/Data-Science-Consultant-Lead-5c0f27105670c912?fccid=33b7955d113d73b9&vjs=3
Data Scientist,tiket.com,India,"Knowledge of data science concepts (regression, classification, clustering,.,Mining/data analysis methods, using a variety of data tools, building and.",PostedPosted 6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4a11fa082a4308ed&fccid=afd42a39b1ca6c49&vjs=3
Data Science- AI Product,Spectral Consultants,"Bengaluru, Karnataka","Owning the development of AI component within product for accuracy & efficiency.,Involve in research & conceptualization & product design for new product line.",PostedPosted 7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=48e3686e36162d1a&fccid=ff049ff6ffe45b13&vjs=3
Data Scientist,Resource Tree,"Chennai, Tamil Nadu","Experience in *different visualization techniques, data profiling and data validation*.,Researching solutions to overcome data analytics challenges.",EmployerActive 4 days ago,2022-07-26,"₹20,00,000 a year",https://in.indeed.com/company/Resource-Tree/jobs/Data-Scientist-e1abb7a490710c25?fccid=5cd7139a4e4a7e26&vjs=3
Data Scientist,drivebuddyAI,Remote,"Work with data storage like SQL & NoSQL DBs.,Experience with mathematical models for data patterns & profiling.,Data gathering, analysis & report generations.",EmployerActive 3 days ago,2022-07-26,"₹15,00,000 a year",https://in.indeed.com/company/DrivebuddyAI/jobs/Data-Scientist-d8c49f0d2bd06421?fccid=74a688161794d919&vjs=3
Data Science Analytics Manager,Accenture,"Gurgaon, Haryana+1 location","I Design and implement scalable data repositories to integrate qualitative and quantitative research data.,I Create foundational data capabilities by leveraging…",PostedPosted 6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=17ceb31bd315ab06&fccid=a4e4e2eaf26690c9&vjs=3
L3 Consultant Data Science - Remote,Aliqan Technologies,"Remote in Bengaluru, Karnataka",The ideal candidate will be responsible for creating data driven solutions that at the core are driven by relevant learning algorithms.,EmployerActive 11 days ago,2022-07-26,"₹12,00,000 - ₹23,00,000 a year",https://in.indeed.com/company/Aliqan-Technologies/jobs/Consultant-Data-Science-8bf7e39183b96fa7?fccid=0c97edd832cbb73f&vjs=3
Senior Specialist - Data Science,Accelya,"Pune, Maharashtra","Assess the effectiveness and accuracy of new data sources and data gathering techniques.,Develop custom data models and algorithms.",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7d9f2af7ac9625e1&fccid=7b76a76db5db9a17&vjs=3
Associate Test Engineer,IQVIA,"Bengaluru, Karnataka","Develops and executes test plans and scripts to confirm the quality and success of various technologies.,Manual and automated testing of applications and web…",PostedPosted 2 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=fabb2ddb6e2a62de&fccid=6b7a1dfe07e7f037&vjs=3
Data & Analytics Analyst,NatWest Group,"Gurgaon, Haryana+2 locations","Knowledge of data engineering, data science and decisioning disciplines.,Sharing relevant updates with key stakeholders bringing together advanced analytics,…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=63dff730cf787e88&fccid=4a3a2b1eb3ec0691&vjs=3
Data Science Analytics Manager,Accenture,"Gurgaon, Haryana+1 location","I Design and implement scalable data repositories to integrate qualitative and quantitative research data.,I Create foundational data capabilities by leveraging…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=17ceb31bd315ab06&fccid=a4e4e2eaf26690c9&vjs=3
Senior Specialist - Data Science,Accelya,"Pune, Maharashtra","Assess the effectiveness and accuracy of new data sources and data gathering techniques.,Develop custom data models and algorithms.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7d9f2af7ac9625e1&fccid=7b76a76db5db9a17&vjs=3
Associate Test Engineer,IQVIA,"Bengaluru, Karnataka","Develops and executes test plans and scripts to confirm the quality and success of various technologies.,Manual and automated testing of applications and web…",Posted2 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=fabb2ddb6e2a62de&fccid=6b7a1dfe07e7f037&vjs=3
Data & Analytics Analyst,NatWest Group,"Gurgaon, Haryana+2 locations","Knowledge of data engineering, data science and decisioning disciplines.,Sharing relevant updates with key stakeholders bringing together advanced analytics,…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=63dff730cf787e88&fccid=4a3a2b1eb3ec0691&vjs=3
Python Developer – Fresher,IntelloGrit,Remote,"Implement security and data protection solutions.,We are looking for a Python Developer to join our engineering team and help us develop and maintain various…",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=000c85a1644c9b5d&fccid=1077d1043a523986&vjs=3
Data Scientist,Bosch Group,"Bengaluru, Karnataka","Experience: At least 2 years of experience of professional data science.,Enthusiasm: Passion for data science and advanced analytics, developing…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=14178e3731dc6ee9&fccid=a2faf1301ac6ad4b&vjs=3
Data Engineer,Walmart Global Tech India,"Bengaluru, Karnataka+1 location","Our Data Engineering team comes in to help Walmart manage this data, by building pipelines and data lakes to prepare big data for analysis, they help unlock…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=59564c1d8db90e05&fccid=0d167dde0758739a&vjs=3
Data Scientist,BEIING,"Delhi, Delhi","Collaborate with and influence leadership to ensure data science directly impacts strategy.,The ideal candidate would be someone who has worked in a data…",Posted26 days ago,2022-07-26,"₹50,00,000 - ₹60,00,000 a year",https://in.indeed.com/rc/clk?jk=5e1362da4b0c2641&fccid=6ba8befd34d9a44f&vjs=3
Assistant Manager Data Integrity - Hyderabad,Deloitte,"Hyderabad, Telangana","Provides end-to-end support around database management, data visualization, data science, data reporting and technology development.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0d28b6a2e9fb55a3&fccid=9e215d88a6b33622&vjs=3
Data Engineer 1,JLL,"Bengaluru, Karnataka","Design & develop data management and data persistence solutions for application use cases leveraging relational, non-relational databases and enhancing our data…",Posted13 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0bdec73818d5520e&fccid=9917de3c28f569f6&vjs=3
Data Science Associate,BlissClub,"Bangalore Urban, Karnataka","Build a deep understanding of levers of those metrics, by diving into data and customer interactions.,Own the measurement of key business metrics, across…",Posted28 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=0d193a669a7153d2&fccid=13b0ea8375fd740a&vjs=3
Data Engineer (Web Scraping),Whitetail Technologies,"Remote in Bengaluru, Karnataka","As a data engineer who is focused on web-scraping, you will be responsible for extracting and ingesting data from websites and data-sources using web crawling…",EmployerActive 5 days ago,2022-07-26,"₹4,00,000 - ₹6,00,000 a year",https://in.indeed.com/company/Whitetail-Technologies/jobs/Data-Engineer-3404f51bfbd29c64?fccid=7366086d1afa4898&vjs=3
Data Science Trainer,Baroda Institute of Technology,"Vadodara, Gujarat","Candidate should have exposure to Python, data analytics, data science, Machine learning, Deep Learning.,Data science: 1 year (Preferred).",Posted4 days ago,2022-07-26,"₹25,000 - ₹50,000 a month",https://in.indeed.com/company/Baroda-Institute-of-Technology/jobs/Data-Science-Trainer-2f23a3db62d18ed6?fccid=c37a031e3fb0e4ba&vjs=3
Associate Data Analyst,UnitedHealthcare,"Bengaluru, Karnataka","Analyze data to identify trends, patterns, insights, and discrepancies in data; ensure data accuracy, synthesize compliance data in support of strategic…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=02922df2c9526adc&fccid=d3d3520998346837&vjs=3
Specialist - Data Sciences,Larsen & Toubro Infotech Limited,"Delhi, Delhi","Understanding of data and data analysis; experience with large data sets.,Deliver ownership to setup ML / NLP models with respect to tools, data and…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=18905db8c5d4ed28&fccid=42bfc5a97647daf5&vjs=3
Data Engineer,Johnson Electric,"Chennai, Tamil Nadu","Good knowledge of data processing and data visualization (preferably Power BI).,Support the team in drafting, communicating and enforcing standards for data…",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=77de8f8870579c12&fccid=7ffc64d49198d2bd&vjs=3
Adjunct Faculty - Data Science (Remote),eduCLaaS,"Remote in New Delhi, Delhi","Data science trainer: 3 years (Required).,3+ years of experience in data science and machine learning.,O Azure Machine Learning knowledge especially with data…",EmployerActive 7 days ago,2022-07-26,,https://in.indeed.com/company/Lithan-Academy/jobs/Adjunct-Faculty-e00c6babbcae0884?fccid=6dff6b8f30346964&vjs=3
Data science Trainer,Synergy plus business group consultant,"Bengaluru, Karnataka","Data science: 10 years (Required).,We are looking for - Data science Corporate Trainer.*.,CTC: Up to 16 LPA.*.",Posted30+ days ago,2022-07-26,"₹16,00,000 a year",https://in.indeed.com/company/Synergy-plus-business-group-consultant/jobs/Data-Science-Trainer-e14fca05487309f3?fccid=041e44b1f6a1a8f1&vjs=3
Data Scientist,OneBanc Technologies,"Gurgaon, Haryana","Practical experience with SAS, ETL, data processing, database programming and data analytics.,Research and develop statistical learning models for data analysis…",Posted9 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=1316159090f8f49f&fccid=598f3ec36b1b002d&vjs=3
Associate Manager - Data Science,Standard Chartered,"Bengaluru, Karnataka","Ensure data security and data sharing in a secured manner.,The role involves extensive data processing and analysis leveraging multiple relevant data sources.",Posted5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=aa7b866053c4d7ad&fccid=5249cd8e17163cb5&vjs=3
Data Scientist,Isquare Soft,"Bengaluru, Karnataka","Knowledge of data structures, relational data, and big data platforms.,We are looking for a strong Data Scientist with 5+ years of experience to support…",Posted30+ days ago,2022-07-26,"₹15,00,000 - ₹25,00,000 a year",https://in.indeed.com/rc/clk?jk=48b8a67adec015df&fccid=0d7e9d016170e245&vjs=3
JBPM / Camunda Consultant,Infosys Limited,"Bengaluru, Karnataka+1 location","Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data •…",Posted24 days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIJ-LsmYd4ECt-y6Uekf4eMKQdrMsZP6HQSn8DyWYWdWOdUB8edqan8nlrlBk9i8f-86ccshAxyEi_Nmcu_fJiM4lFmqRYljeRmVKABNfCO2mYDeAp8heEb0pXQX_3ne4grBdLbs425pdFyRHgLOPQ4KnEZWJbrxI7Vmt3RMOdcehceA7pmfm11m8yYNI6WItYE3PYzOb4MtIcIKjR43_i8qVI6ZzFUgcVPMTe6ULTe6rArSysu-sDrYDuzVgk81S0qwihVWPVMpGRgddUMTj_dU1MJ6V_e3BqXh4t2eNDAXyup9V-FrcPm_SD4crZ9HJhKuYI3QKnnaCYNbo4W-eUW-U8KTG09TF6ixpbOCLE6VLjxQFliXALmPCOma6nQBPD-NdyWIgEBIg4ARoaoFVS4YsOEJbt4XBLrbDlwUILaMi0kAKp12Z2a1xRi9zusz3f11FYJDnUSs&xkcb=SoAg-_M3bci7RHWHDJ0LbzkdCdPP&p=8&fvj=0&vjs=3
Data scientist,Honeywell,"Bengaluru, Karnataka","Mine and analyze data from company databases to drive optimization and improvement of data quality.,Enhancing data quality using AI/ML based approaches.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=14b5eaf85212d5ca&fccid=50208b5bf45ee3b8&vjs=3
Junior Business Analyst,Khelo Tech & Strategy Pvt Ltd,"Delhi, Delhi","Handle tough technical problems and data issues.,Adhere to company data functional and user interface standards in the design of application user interface,…",EmployerActive 5 days ago,2022-07-26,"₹25,000 - ₹33,000 a month",https://in.indeed.com/company/Khelo-Tech-&-Strategy-Pvt-Ltd---Allsport.in/jobs/Junior-Business-Analyst-a7bcd21f7b1430f6?fccid=30c84e5f1a32149c&vjs=3
Genesys Expert,Infosys Limited,"Hyderabad, Telangana","Ability to work with clients to identify business challenges and contribute to client deliverables by refining, analyzing, and structuring relevant data •…",Posted25 days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIJ-LsmYd4ECt-y6Uekf4ePLRMKtXcaZXIsFUiRg8VRIFLgRjaNiZ2ilfN4djn6zlyHCC7rvfKsDOpAGSNN3_tcvqQEgYSQBwlFOrVj415o_QN-nC0nJTeb5cNzBZ0c9pRibsT8IvhGoZ0fe4qKFMzQbRN1pMy-Qs1jGoTC5S_bFDSzuBm6WSRVXhQ9rtI54j9KTB3RzZiVODrAntqDkAgiPgP_BVRT511o8Zo8R6kJsU_30Ppl5O8Q2FG5ta0G7Hm5y6AWYNvTNCqHSZ_4vZs_CMr1mbbLei7u8lZxMcBP8Hq1c49PpKQ2RVXs_jB6lv-1jA7dRXYxGcmSZOMg31Z8VkxYPRqlCZcGnWB7COFRBuy7bb_ZL06HB6xAnLUFJeqxJsIJMT8lPswntFnJ5pav_w4RmTt4pENxDka8q4CN9GYiYHWNZLj9_I_FxXY1-_XKFTyRF9v1H&xkcb=SoBl-_M3bci7RH2HDJ0LbzkdCdPP&p=11&fvj=0&vjs=3
Data Architect,Publicis Groupe,"Gurgaon, Haryana","This will be a data-focused role that involves working with clients on data/audience strategy, data onboarding and data audience insights as well as internally…",PostedJust posted,2022-07-26,,https://in.indeed.com/rc/clk?jk=7a7cf444ae7b8007&fccid=db7f53db949dad57&vjs=3
Data Engineer Azure,IBM,"Gurgaon, Haryana","Delivered ETL solution including data extraction, transformation, cleansing, data integration and data management.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=989fa6041a11a926&fccid=de71a49b535e21cb&vjs=3
Technology Analyst (React Js),Infosys Limited,"Hyderabad, Telangana","Bachelors or Masters in Engineering or related technical field (Computer science).,Develop and deliver applications/projects on time and with very high code…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MIJ-LsmYd4ECt-y6Uekf4eN0tbqIQuNw5vhue-sugRBxfd4bmkz0iM3ZZsVWTLJJ9saI6FHw91WMm87itZRXrStzRw5UcZifiPliVmXCC0ui8TV1qfxRmEf_YkHBrjmqVguxjSmecnOzof1aMuSr1kXmuWjvFwfK0dnSGXmFGzlddSPSgwIbII5lXePMX_SxgQER5gAj5XoLiYJyt6gDaEh4iNs4p9cL16LTUN4aL05DTySOKrzqzHXL7BNA73dTRkoNfCPXyFhSRjK6vrX0hinQdMlMon3hpb8U9UednqXHhVJ2rJJ-K3B-pYzL0pHjxkpPDcTQP3LalV91nNfZJdEmb7ytwEDwlWfAVTHhpReCg1DYu7ANSOiX0UUslCwrU1aUl138GQThA6Y8ik_3y2n5FYfpPYpTR383gc9hZRqL9HgGp1eagu0iLLezsqv-bx7CPGKWTkCq&xkcb=SoDr-_M3bci7RGWHDJ0LbzkdCdPP&p=14&fvj=0&vjs=3
Software Tester,Virginia Transformer Corp.,"Remote in Delhi, Delhi","G) SQL/ Access knowledge will be an additional benefit in case scripts needs to be generated to validate data from databases.,F) Writing UAT test cases.",EmployerActive 12 days ago,2022-07-26,,https://in.indeed.com/company/Virginia-Transformer-Corp./jobs/Software-Tester-3272c88d32873e7a?fccid=70392d5759175dfd&vjs=3
Data Science Trainer,London International Studies and Research Center,"Delhi, Delhi","Strong, practical data analysis and data science skills.,Minimum of 3-5 years’ experience delivering highly technical courses for our key personas (software…",EmployerActive 10 days ago,2022-07-26,,https://in.indeed.com/company/Immersive-Business-Training/jobs/Data-Science-Trainer-f51eaf3026022de5?fccid=b77bf1f2ab4cc58b&vjs=3
Actuarial Data Analyst,iptiQ,"Bengaluru, Karnataka","Build algorithms and data models to translate effective findings in reproducible analytics.,You have applied these skills using real business data to develop…",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=8d6c38e1359faa65&fccid=3d77e47fb96f2034&vjs=3
Data Science Trainer,Eagletfly Solutions,"New Delhi, Delhi","Looking for Data Science & analytics Trainers weekends batches to teach ""Python, Data Science/Analytics, Machine Learning, Deep Learning / Artificial…",EmployerActive 3 days ago,2022-07-26,"₹15,000 - ₹30,000 a month",https://in.indeed.com/company/Eagletfly-Solutions/jobs/Data-Science-Trainer-0da3413fb1655b9a?fccid=7b8a69bcb5f33d90&vjs=3
Research Analyst - ESG Data Solutions-2,FactSet Research Systems,"Hyderabad, Telangana","Collect, analyze and process company reported data from various data sources and into the database utilized by the ESG content team.",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=02e08e596e751184&fccid=7ca19d158e5b580d&vjs=3
Azure Data Engineer,ITC Infotech India Ltd,"Bengaluru, Karnataka","Proven experience in Azure Cloud and its components.,Good Exposure of ADLS and Data and Delta Lake.,Good Exposure on ADF /ADB /Synapse.",Posted12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=2f90e3e926bd2ba0&fccid=47cca1a92b73a5b2&vjs=3
"Manager, Data Science",Standard Chartered,"Bengaluru, Karnataka","Ensure data security and data sharing in a secured manner.,The role involves extensive data processing and analysis leveraging multiple relevant data sources.",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4db84312ce6e0ea0&fccid=5249cd8e17163cb5&vjs=3
Data Engineer - Planetrics,McKinsey & Company,"Bengaluru, Karnataka","Experience developing production data pipelines and productionising data-science models.,In this role, you will work with financial data, terabytes of global…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=426bb957ab71633e&fccid=6576e7250aa78c3c&vjs=3
Data Science,Shifastar,"Mumbai, Maharashtra","Experience with preprocessing of data for machine learning.,Design, Development and Deployment of new Machine Learning Solutions.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=95df13bdf11a6507&fccid=b40199ce67b2b97c&vjs=3
ETL/Data Engineer,Eastvantage,"Bengaluru, Karnataka","Comfortable with using Python on data and analytics needs.,Comfortable with using Python on data and analytics needs.,Experience in working with the AWS Suite.",Posted14 days ago,2022-07-26,"₹8,00,000 a year",https://in.indeed.com/company/Eastvantage-India-Private-Limited/jobs/ETL-Data-Engineer-c4fa0b77f08d85b5?fccid=8c8c1f84f7618a09&vjs=3
Clinical Data Manager III,Clinipace,Remote in India,"Developing data management guidelines and study documentation.,Identification of data issues and query generation.,Review of CRF design against protocol.",Posted3 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4dd81ff0f2b6c7e3&fccid=b41c2e476a858184&vjs=3
Director - Data Science and Business Analytics,Standard Chartered,"Bengaluru, Karnataka","Drive Innovation by incorporating AI, Machine Learning, and data science frameworks to leverage the power of data.,Experience/Exposure with big data technology.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c1dc3fa69b16eb24&fccid=5249cd8e17163cb5&vjs=3
Big Data Administrator,Valiance Solutions,"Remote in Noida, Uttar Pradesh","Using strong data science, data engineering & cloud engineering.,Hands-on experience with Hadoop deployment.,Ambari, Hive, Nifi, Spark, etc.",Posted21 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=d572c6a832c1903e&fccid=aac3cf2de368e654&vjs=3
Senior Manager Data Analytics,GSK,"Bengaluru, Karnataka","Responsible to develop a data governance framework, including data governance strategy, approach, and road map for the data relevant to the Secondary data…",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=36a35f1562845384&fccid=4e42ec53f4b93e02&vjs=3
Data Analyst,Wakefit,"Bengaluru, Karnataka","Performing and documenting data analysis, data validation, and data mapping/design.,Creating tools to store data within the organization.",Posted17 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=8ceb40b2c312305a&fccid=7cbd16865164db49&vjs=3
Clinical Data Manager III,Clinipace,Remote in India,"Developing data management guidelines and study documentation.,Identification of data issues and query generation.,Review of CRF design against protocol.",PostedPosted 3 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4dd81ff0f2b6c7e3&fccid=b41c2e476a858184&vjs=3
Director - Data Science and Business Analytics,Standard Chartered,"Bengaluru, Karnataka","Drive Innovation by incorporating AI, Machine Learning, and data science frameworks to leverage the power of data.,Experience/Exposure with big data technology.",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c1dc3fa69b16eb24&fccid=5249cd8e17163cb5&vjs=3
Big Data Administrator,Valiance Solutions,"Remote in Noida, Uttar Pradesh","Using strong data science, data engineering & cloud engineering.,Hands-on experience with Hadoop deployment.,Ambari, Hive, Nifi, Spark, etc.",PostedPosted 21 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=d572c6a832c1903e&fccid=aac3cf2de368e654&vjs=3
Data Analyst,Wakefit,"Bengaluru, Karnataka","Performing and documenting data analysis, data validation, and data mapping/design.,Creating tools to store data within the organization.",PostedPosted 17 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=8ceb40b2c312305a&fccid=7cbd16865164db49&vjs=3
Data Scientist,TARGET,"Bengaluru, Karnataka","Ability to write modular code and data pipelines which can be automated and scaled.,Coding and development of next generation optimization models that leverage…",PostedPosted 4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4ddf7905ed667d8e&fccid=15f43d82dc901ff2&vjs=3
Datastage Support Developer(Junior),FENG GROUP,"Patna, Bihar+1 location","Knowledge of data modeling, database design, and the data warehousing ecosystem;,Develop ETL Datastage jobs, SQL scripts, UNIX scripts Performs data profiling,…",PostedPosted 2 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b7259cb4157c8585&fccid=dd616958bd9ddc12&vjs=3
"Mgr, Clin Data Mgmt",IQVIA,"Bengaluru, Karnataka",Manage and support team of Data Management professionals to efficiently produce databases that meet customer requirements.,PostedPosted 2 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=79c12a5338f50db9&fccid=6b7a1dfe07e7f037&vjs=3
Java Developer,FLOWORX,"Remote in Bengaluru, Karnataka","Computer Science fundamentals in object-oriented design, in data structures, in algorithm design, problem solving, and complexity analysis.",EmployerActive 4 days ago,2022-07-26,"₹4,00,000 - ₹10,00,000 a year",https://in.indeed.com/company/Floworx/jobs/Java-Developer-ac4ff8a5370cbe20?fccid=69fa715c9f9d86bb&vjs=3
Data Engineer,DataE2E Technologies,"Temporarily Remote in Mumbai, Maharashtra","*Ownership: *Work with a variety of data integration, cleansing, CDC, and data governance tools.,Exposure to data visualization tools such as Tableau or PowerBI…",EmployerActive 7 days ago,2022-07-26,"₹10,00,000 - ₹15,00,000 a year",https://in.indeed.com/company/DataE2E-Technologies/jobs/Data-Engineer-2860f8d2add8a52a?fccid=a1a8f03767d8688f&vjs=3
Unica Quality Testing,IBM,"Bengaluru, Karnataka","Hands-on experience in data segmentation to generate target audience.,As a Campaign Quality Analyst you are responsible for testing and validating workflow…",PostedPosted 3 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=ef27da5280db9160&fccid=de71a49b535e21cb&vjs=3
Analyst / Consultant - Tax Automation and Data Management,Deloitte,"Gurgaon, Haryana","Execute data intensive tasks and facilitate organization of data for reporting requirements.,Apply your technology skills in areas like programming applications…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=8e62df5f658c66d9&fccid=9e215d88a6b33622&vjs=3
Research Associate – Data Science,Recode Minds,"Hyderabad, Telangana","Research and develop statistical learning models for data analysis.,Experience with common data science toolkits, such as python, R, Weka, NumPy, MatLab, etc {…",PostedPosted 13 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=571fa19be986ec03&fccid=68ea16c27825856a&vjs=3
Data Engineer,Mobile Programming LLC,"Pune, Maharashtra","Design, and create data pipelines (data lake / data warehouses) for real world energy analytical.,Optimizing data delivery, design infrastructure for greater…",EmployerActive 5 days ago,2022-07-26,"₹3,72,169 - ₹16,31,390 a year",https://in.indeed.com/company/Mobile-Programming/jobs/Data-Engineer-2675cb24609b1d9e?fccid=d0377b42bd69efd8&vjs=3
Data Solution Consultant,T&N Business Services Pvt Ltd,"Gurgaon, Haryana","Knowledge of programming language like python will be added advantage for data science.,Experience in dash boarding using google data studio and google sheet to…",EmployerActive 11 days ago,2022-07-26,"₹35,000 - ₹37,000 a month",https://in.indeed.com/company/T&N-Business-Services-Pvt-Ltd/jobs/Data-Solution-Consultant-48afeec61653f4fa?fccid=2b2bc873f1355324&vjs=3
Big Data Engineer,Beyondsoft International (Singapore),"Hyderabad, Telangana",*Responsibilities*: * Able to perform Unix / Linux scripting. * Able to write the programs in Spark. * Monitor and address issues relating to capacity…,EmployerActive 6 days ago,2022-07-26,"₹15,00,000 - ₹27,00,000 a year",https://in.indeed.com/company/Beyondsoft-International-(Singapore)/jobs/Big-Data-Engineer-e4600356df03e77f?fccid=782e7a0f2391dd5c&vjs=3
Associate Data Analytics,Merkle,"Pune, Maharashtra","Company Description: Merkle | Sokrati, a leader in Digital Marketing and Analytics, managing Digital Marketing campaigns for several large brand clients in…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=aef217fd46b9426d&fccid=9de52fa9ca5b17cd&vjs=3
"Research Scientist - Computer Vision, Data Science and Text...",Adobe,"Noida, Uttar Pradesh",Our Company Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they…,Posted12 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=35affddf53186372&fccid=f89deb5a97c7738a&vjs=3
Data Analyst,GSK,"Bengaluru, Karnataka","Site Name: Bengaluru Luxor North Tower Posted Date: Jul 14 2022 Ready to help shape the future of healthcare? At GSK, we have already delivered…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=3f411fbcaa917072&fccid=4e42ec53f4b93e02&vjs=3
Data Analyst For A Leading Canadian MNC,Intelliworx Consulting,"Chandigarh, Chandigarh","*Mandatory Skills: -* SQL Server, MySQL – Should have experience in pulling/fetching data from database Tableau *Responsibilities: * * Managing users and…",EmployerActive 3 days ago,2022-07-26,"₹50,000 - ₹80,000 a month",https://in.indeed.com/company/Intelliworx-Consulting/jobs/Data-Analyst-Leading-Canadian-Mnc-a4b9158e743a1a8b?fccid=76da101e4b74d93c&vjs=3
